ID|date|covid_related|title
https://doi.org/10.1101/19003749|2019-08-02|False|role of mirnas induced by oxidized low-density lipoproteins in coronary artery disease: the regicor study.
https://doi.org/10.1101/19003798|2019-08-02|False|characteristics of patients that substitute medical cannabis for alcohol
https://doi.org/10.1101/19003558|2019-08-02|False|a phenome-wide analysis of short- and long-run disease incidence following recurrent pregnancy loss using data from a 39-year period
https://doi.org/10.1101/19003541|2019-08-02|False|effectiveness of four oral antifungal drugs (fluconazole, griseofulvin, itraconazole, terbinafine) in current epidemic of altered dermatophytosis in india: a randomized pragmatic trial
https://doi.org/10.1101/19003335|2019-08-02|False|smoking, dna methylation and lung function: a mendelian randomization analysis to investigate causal relationships
https://doi.org/10.1101/19002378|2019-08-02|False|nonlinear biomarker interactions in conversion from mild cognitive impairment to alzheimer's disease
https://doi.org/10.1101/19002402|2019-08-02|False|population structure drives differential methicillin-resistant staphylococcus aureus colonization dynamics
https://doi.org/10.1101/19001016|2019-08-02|False|medication errors during simulated paediatric resuscitations: a prospective, observational human reliability analysis
https://doi.org/10.1101/19000562|2019-08-05|False|limitations of machine learning in psychiatry: participation in the pac 2018 depression challenge
https://doi.org/10.1101/19001214|2019-08-05|False|mental health in uk biobank revised
https://doi.org/10.1101/19003012|2019-08-05|False|improvements in the incidence and survival of cancer and cardiovascular but not infectious disease have driven recent mortality improvements in scotland: nationwide cohort study of linked hospital admission and death records 2001-2016
https://doi.org/10.1101/19004234|2019-08-07|False|time to death and its predictors among adult tb/hiv co-infected patients in mizan tepi university teaching hospital, south west ethiopia
https://doi.org/10.1101/19003483|2019-08-07|False|investigating the attitudes of canadian paramedic students towards homelessness.
https://doi.org/10.1101/19003251|2019-08-09|False|the effects of metronome frequency differentially affects gait on a treadmill and overground in people with parkinson's disease
https://doi.org/10.1101/19002949|2019-08-09|False|association between the ace i/d gene polymorphism and progressive renal failure in autosomal dominant polycystic kidney disease: a meta-analysis
https://doi.org/10.1101/19001032|2019-08-09|False|identifying ashkenazi jewish brca1/2 founder variants in individuals who do not self-report jewish ancestry
https://doi.org/10.1101/19003376|2019-08-09|False|increasing heroin, cocaine, and buprenorphine arrests reported to the maine diversion alert program
https://doi.org/10.1101/19002535|2019-08-09|False|comparison of student perception and exam validity, reliability and items difficulty: cross-sectional study.
https://doi.org/10.1101/19003087|2019-08-09|False|host genetic variants near the pax5 gene locus associate with susceptibility to invasive group a streptococcal disease
https://doi.org/10.1101/19004309|2019-08-09|False|self-blaming emotions in major depression: a randomised pilot trial comparing fmri neurofeedback training with self-guided psychological strategies (neuromood)
https://doi.org/10.1101/19004382|2019-08-10|False|elevated blood pressure in the emergency department - a risk factor for incident cardiovascular disease: an ehr-based cohort study
https://doi.org/10.1101/19004432|2019-08-11|False|identifying barriers and facilitators to physical activity for people with scleroderma: a nominal group technique study
https://doi.org/10.1101/19003194|2019-08-12|False|insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in canada
https://doi.org/10.1101/19004010|2019-08-13|False|a systematic review of medical and clinical research landscapes and quality in malaysia and indonesia [realquami]: the review protocol
https://doi.org/10.1101/19004713|2019-08-13|False|childhood coordination and survival up to six decades later: extended follow-up of participants in the national child development study
https://doi.org/10.1101/19004705|2019-08-13|False|generalisability of results from uk biobank: comparison with a pooling of 18 cohort studies
https://doi.org/10.1101/19004390|2019-08-13|False|prospective trial registration and publication rates of randomized clinical trials in digital health: a cross sectional analysis of global trial registries
https://doi.org/10.1101/19004259|2019-08-13|False|applications of qualitative grounded theory methodology to investigate hearing loss: protocol for a qualitative systematic review
https://doi.org/10.1101/19003061|2019-08-13|False|prevalence of diabetic foot ulcer and its association with duration of illness and residence in ethiopia: a systematic review and meta-analysis.
https://doi.org/10.1101/19001727|2019-08-13|False|transcriptional survey of peripheral blood links lower oxygen saturation during sleep with reduced expressions of cd1d and rab20 that is reversed by cpap therapy
https://doi.org/10.1101/19003616|2019-08-13|False|depletion-of-susceptibles bias in influenza vaccine waning studies: how to ensure robust results
https://doi.org/10.1101/19003533|2019-08-13|False|examining gender differences in opioid, benzodiazepine, and antibiotic prescribing
https://doi.org/10.1101/19003657|2019-08-13|False|impact of pediatric influenza vaccination on antibiotic resistance in england and wales
https://doi.org/10.1101/19003772|2019-08-13|False|associations of childcare type, age at start, and intensity with body mass index trajectories from 10 to 42 years of age in the 1970 british cohort study
https://doi.org/10.1101/19003780|2019-08-13|False|a flexible formula for incorporating distributive concerns into cost-effectiveness analyses: priority weights
https://doi.org/10.1101/19004333|2019-08-13|False|immunoglobulin e as a biomarker for the overlap of atopic asthma and chronic obstructive pulmonary disease
https://doi.org/10.1101/19004150|2019-08-14|False|peripheral biomarkers of tobacco-use disorder: a systematic review
https://doi.org/10.1101/19003848|2019-08-15|False|diet-derived fruit and vegetable metabolites suggest sex-specific mechanisms conferring protection against osteoporosis in humans
https://doi.org/10.1101/19004267|2019-08-15|False|a comparison of contemporary versus older studies of aspirin for primary prevention
https://doi.org/10.1101/19003947|2019-08-15|False|multidrug therapy with terbinafine and itraconazole is not superior to itraconazole alone in current epidemic of altered dermatophytosis in india: a randomized pragmatic trial
https://doi.org/10.1101/19003814|2019-08-15|False|measuring baseline health with individual health-adjusted life expectancy (ihale)
https://doi.org/10.1101/19003681|2019-08-16|False|redefining the bladder cancer phenotype using patterns of familial risk
https://doi.org/10.1101/19004770|2019-08-17|False|challenges in building and maintaining rare disease patient registries: results of a questionnaire survey in japan at 2012
https://doi.org/10.1101/19004473|2019-08-17|False|evaluation of a rapid lateral flow calprotectin test for the diagnosis of prosthetic joint infection
https://doi.org/10.1101/19004622|2019-08-17|False|atypical somatic symptoms in adults with prolonged recovery from mild traumatic brain injury
https://doi.org/10.1101/19004937|2019-08-17|False|a gene-diet interaction-based score predicts response to dietary fat in the women's health initiative
https://doi.org/10.1101/19004994|2019-08-17|False|comparison of risk factors for coronary heart disease morbidity versus mortality
https://doi.org/10.1101/19003939|2019-08-20|False|harmonizing palliative care: national survey to evaluate the knowledge and attitude of emergency physicians towards palliative care
https://doi.org/10.1101/19003590|2019-08-20|False|the hiv-associated neurocognitive disorders in zambia (handz) study: protocol of a research program in pediatric hiv in sub-saharan africa
https://doi.org/10.1101/19005074|2019-08-20|False|an analysis for key indicators of reproducibility in radiology
https://doi.org/10.1101/19005058|2019-08-20|False|prevalence and clinical importance of titin truncating variants in adults without known congestive heart failure
https://doi.org/10.1101/19005041|2019-08-20|False|triage-based care of people with back pain: start back or start diagnosing? an observational study.
https://doi.org/10.1101/19004416|2019-08-20|False|cytological abnormalities and its relation to cd4 count among hiv seropositive women living in ahvaz, southwest of iran
https://doi.org/10.1101/19005082|2019-08-20|False|measuring stroke outcomes using linked administrative data: population-based estimates and validation of home-time as a surrogate measure of functional status.
https://doi.org/10.1101/19002923|2019-08-20|False|an emergent, high-fatality lung disease in systemic juvenile arthritis
https://doi.org/10.1101/19005025|2019-08-22|False|multidrug therapy with terbinafine plus daily fluconazole is more effective than terbinafine alone or terbinafine plus weekly fluconazole in current epidemic of altered dermatophytosis in india: results of a randomized pragmatic trial
https://doi.org/10.1101/19004986|2019-08-22|False|poor glycemic control and associated factors among diabetic patients in ethiopia; a systemic review and meta-analysis
https://doi.org/10.1101/19004853|2019-08-22|False|candidate molecular predictors of outcome after aneurysmal subarachnoid haemorrhage: a systematic review of haemoglobin metabolism, inflammation and oxidative injury pathways.
https://doi.org/10.1101/19004879|2019-08-22|False|dynamic changes in prescription opioids from 2006 to 2017 in texas
https://doi.org/10.1101/19003756|2019-08-22|False|health literacy, cognitive ability and self-reported diabetes in the english longitudinal study of ageing
https://doi.org/10.1101/19004796|2019-08-22|False|photo-integrated conversation moderated by robots for cognitive health in older adults: a randomized controlled trial
https://doi.org/10.1101/19003913|2019-08-22|False|research on artificial intelligence and primary care: a scoping review
https://doi.org/10.1101/19004606|2019-08-23|False|characterizing traumatic brain injury and its association with homelessness in a community-based sample of precariously housed adults and youth
https://doi.org/10.1101/19005249|2019-08-23|False|impairment of dual-task gait dynamics in older adults with mild cognitive impairment: relationships to neuropsychological status, fitness and brain morphology
https://doi.org/10.1101/19005413|2019-08-23|False|relationship between early childhood non-parental childcare and diet, physical activity, sedentary behaviour, and sleep: a systematic review of longitudinal studies
https://doi.org/10.1101/19004762|2019-08-23|False|why westerners are dissatisfied: a cross-sectional study identifying state-level factors associated with variation in private health insurance satisfaction
https://doi.org/10.1101/19004598|2019-08-23|False|accuracy of medical billing data against the electronic health record in the measurement of colorectal cancer screening rates
https://doi.org/10.1101/19003236|2019-08-23|False|toward automated classification of pathological transcranial doppler waveform morphology via spectral clustering
https://doi.org/10.1101/19002865|2019-08-23|False|leveraging multiple data types to estimate the true size of the zika epidemic in the americas
https://doi.org/10.1101/19005116|2019-08-26|False|epigenome-wide association study of seizures in childhood and adolescence
https://doi.org/10.1101/19004051|2019-08-26|False|enhancing multi-center generalization of machine learning-based depression diagnosis from resting-state fmri
https://doi.org/10.1101/19004358|2019-08-27|False|estimating the health impact of vaccination against 10 pathogens in 98 low and middle income countries from 2000 to 2030
https://doi.org/10.1101/19004440|2019-08-27|False|medal: a patient similarity metric using medication prescribing patterns
https://doi.org/10.1101/19002717|2019-08-27|False|personality profiles differ between patients with epileptic seizures and patients with psychogenic non-epileptic seizures
https://doi.org/10.1101/19003038|2019-08-27|False|distinct psychopathology profiles in patients with epileptic seizures compared to non-epileptic psychogenic seizures
https://doi.org/10.1101/19004671|2019-08-27|False|genetic risk of obesity as a modifier of associations between neighbourhood environment and body mass index: an observational study of 335,046 uk biobank participants
https://doi.org/10.1101/19002139|2019-08-27|False|increased functional connectivity of thalamic subdivisions in patients with parkinson's disease
https://doi.org/10.1101/19004499|2019-08-27|False|rationalising neurosurgical head injury referrals: the development and implementation of the liverpool head injury tomography score (liverpool hits) for mild traumatic brain injury
https://doi.org/10.1101/19005199|2019-08-28|False|pre-diagnostic loss to follow-up in an active case-finding tb program: a mixed-methods study from rural bihar, india
https://doi.org/10.1101/19003442|2019-08-28|False|descriptive epidemiology of physical activity energy expenditure in uk adults. the fenland study.
https://doi.org/10.1101/19005223|2019-08-29|False|identifying subtypes of a stigmatized medical condition
https://doi.org/10.1101/19004143|2019-08-29|False|where should new parkrun events be located? modelling the potential impact of 200 new events on socio-economic inequalities in access and participation.
https://doi.org/10.1101/19005132|2019-08-29|False|clinical benefits and adverse effects of genetically-elevated free testosterone levels: a mendelian randomization analysis
https://doi.org/10.1101/19004960|2019-08-29|False|identification of host-pathogen-disease relationships using a scalable multiplex serology platform in uk biobank
https://doi.org/10.1101/19004044|2019-08-29|False|a systematic review and meta-analysis on the effectiveness of an early invasive strategy compared to a conservative approach in elderly patients with non-st elevation acute coronary syndrome
https://doi.org/10.1101/19005207|2019-08-29|False|the impact of pre-exposure prophylaxis for human immunodeficiency virus on gonorrhea prevalence
https://doi.org/10.1101/19003707|2019-08-29|False|systematic analysis of tumor-infiltrating immune cells in human endometrial cancer: a retrospective study
https://doi.org/10.1101/19004820|2019-08-29|False|classifying dementia progression using microbial profiling of saliva
https://doi.org/10.1101/19004465|2019-08-29|False|physician suicide: a scoping review to highlight opportunities for prevention
https://doi.org/10.1101/19004895|2019-08-29|False|apolipoprotein b underlies the causal relationship of circulating blood lipids with coronary heart disease
https://doi.org/10.1101/19005504|2019-08-31|False|impact of spectrograms on the classification of wheezes and crackles in an educational setting. an interrater study.
https://doi.org/10.1101/19005454|2019-09-04|False|comprehensive spatiotemporal analysis of opioid poisoning mortality in ohio from 2010 to 2016
https://doi.org/10.1101/19005496|2019-09-04|False|modified long-axis in-plane ultrasound versus short-axis out-of-plane ultrasound for radial arterial cannulation：a prospective randomized controlled trial
https://doi.org/10.1101/19003855|2019-09-04|False|identifying 31 novel breast cancer susceptibility loci using data from genome-wide association studies conducted in asian and european women
https://doi.org/10.1101/19005462|2019-09-05|False|increased frequency of acute illness and hospitalizations in infants and toddlers with congenital adrenal hyperplasia
https://doi.org/10.1101/19005439|2019-09-05|False|determinants of first aid knowledge and basic practice among elementary school teachers in debre tabor city, northwest ethiopia
https://doi.org/10.1101/19005140|2019-09-05|False|opioid overdose in ohio: comprehensive analysis of associated socioeconomic factors
https://doi.org/10.1101/19005546|2019-09-08|False|novel delivery of cellular therapy to reduce ischaemia reperfusion injury in kidney transplantation
https://doi.org/10.1101/19006080|2019-09-09|False|analysis of corneal real astigmatism changes and high order aberration after lower eyelid epiblepharon repair surgery
